Gene,WT_1,WT_2,WT_3,hnox_1,hnox_2,hnox_3
Pden_0655,18.61862485,18.59606187,18.50676513,18.71117671,18.68764065,18.82493999
Pden_0657,15.24521155,15.32487322,15.11751095,14.97405994,15.14449664,15.02165877
Pden_0658,21.97642157,21.93644644,21.94586231,22.02650571,21.9208161,21.97733607
topA,21.00520663,20.90416605,20.99692423,20.73038588,20.87850713,20.73472029
Pden_0660,19.76542984,19.92374162,19.85921019,19.75276791,19.78851544,19.92574331
Pden_0661,12.68705843,12.9677494,12.33454477,13.05049525,12.91535497,12.9400122
Pden_0662,16.44056957,16.46927964,16.27017597,16.52292199,16.44107218,16.69973718
Pden_0663,13.20384476,12.92434184,13.23318308,13.05265196,13.49212318,12.74636297
Pden_0664,24.01671896,23.97318938,24.0241325,23.94456508,23.99606663,23.98514266
Pden_0665,14.69040644,14.23091221,14.26522792,14.45193208,14.510592,14.06103486
Pden_0666,18.39255614,18.48838116,18.47344953,18.4068826,18.60038905,18.54148065
Pden_0668,18.61599063,18.6943695,18.57757433,18.35008398,18.52783335,18.57479694
Pden_0673,15.60811053,15.44853911,15.4831685,15.54074581,15.51117104,15.52959134
Pden_0677,12.82436072,12.84881599,12.85786387,13.31494442,12.66211267,13.18267676
Pden_0679,16.26950475,16.3027649,16.27105272,16.01611845,16.03682965,16.14191212
Pden_0680,20.97735636,21.02331628,21.04450418,21.05645446,21.01611415,21.16009359
Pden_0681,20.21371506,20.25027935,20.1698874,20.26373543,20.25313434,20.27434618
Pden_0682,16.41978674,16.46937616,16.5750868,16.38660174,16.66228631,16.30854293
tolQ,16.18671752,16.01527274,16.18054225,15.79251253,15.89772813,15.73280195
Pden_0685,15.56315486,15.86534675,15.87033636,15.74960086,16.14381975,15.81760903
tolB,23.36838234,23.29417163,23.28037712,23.32023174,23.31440911,23.39355478
pal,20.94596443,20.85322169,20.9575705,20.84087469,20.68228636,20.89075411
cpoB,20.6636519,20.60066168,20.4964644,20.57239125,20.44322165,20.65629787
tilS,14.46655385,14.60733309,14.56299729,14.36149315,14.65762055,14.37639292
ftsH,20.53564209,20.45524421,20.54647553,20.20651321,20.50476572,20.18263815
Pden_0691,20.99200849,20.85837481,20.87221676,20.99374964,21.00281723,21.11747152
Pden_0692,16.97620351,16.97234227,16.89786567,17.04866858,16.88682956,17.1029127
ruvB,14.21281958,14.35241478,14.39367379,14.14109058,14.48238756,14.12935015
htpX,13.9191888,13.90491609,13.92865971,14.6210059,13.88291637,14.16264486
ruvA,15.06350401,14.94406184,15.08985953,14.8759159,14.84747714,14.85388663
ruvC,17.75862826,17.80474762,17.79450649,17.59227824,17.6959719,17.30878001
Pden_0700,11.09394117,10.84935088,11.19405618,11.21133674,11.26258677,NA
Pden_0703,14.19209537,14.09239067,14.35681043,14.26073137,14.44974143,14.07849045
dapA,23.12657724,23.16483832,23.08519746,23.1471913,23.13418492,23.22580989
Pden_0707,23.16938037,23.17693997,23.19322932,23.15524583,23.14901867,23.0997752
Pden_0708,18.73250929,18.66408508,18.62921562,18.4184426,18.48696383,18.47650014
Pden_0709,21.91348953,21.97646989,21.80378534,21.48990201,21.54557406,21.67613026
hutI,22.14251832,22.23274933,22.18893078,21.91185279,21.95920757,22.06170025
hutH,20.26243591,20.20981186,20.16660408,19.92605641,19.86596656,19.90612805
Pden_0712,21.06794365,21.12631206,20.92442135,20.6480728,20.65260153,20.94992919
Pden_0713,21.47798088,21.53377085,21.38976933,21.19863901,21.20400271,21.30077148
Pden_0714,21.86031644,21.26435926,21.27845931,21.42150511,20.87803736,20.96859407
hutU,23.78795112,23.85667203,23.67162269,23.35298297,23.45536187,23.5379247
Pden_0716,24.86447792,24.87759904,24.83096243,24.34776264,24.50429238,24.52198167
Pden_0718,13.39388284,13.09295329,13.49588066,12.83486931,13.66365268,13.58888725
Pden_0719,20.47840693,20.58320804,20.44961854,20.25770799,20.21784072,20.32430042
Pden_0720,20.80462193,20.85745322,20.86007238,20.88063874,21.03267031,21.20305607
Pden_0723,17.56675817,17.31523254,17.55277276,17.37046939,17.64130369,17.25589365
Pden_0724,15.99206522,15.87737457,15.87092824,16.03805452,15.99307518,15.25036642
Pden_0725,19.42695398,19.53940214,19.45463274,19.28721204,19.27809969,19.3848549
Pden_0728,19.59464685,19.72526283,19.61257726,19.69093316,19.51360936,19.54306924
Pden_0729,19.62035891,19.70144187,19.67055515,19.69303001,19.58089752,19.77783703
Pden_0730,18.40924983,17.97959467,17.91184114,18.16845252,17.69878362,17.47168269
Pden_0731,21.08709113,21.13742751,21.12353551,21.31212579,21.32935941,21.35730225
Pden_0733,20.61170907,20.8212015,20.69278759,20.79151262,20.9923512,20.93699642
tuf2,27.30767069,27.34954116,27.2720085,27.23389425,27.25885594,27.25994155
Pden_0735,17.23245567,17.24264389,17.27386012,17.37485022,17.43685208,17.57710779
Pden_0736,18.37210316,18.40703192,18.28378277,18.31158563,18.37550977,18.45726003
Pden_0737,16.47551738,16.46882914,16.46624277,16.70876229,16.40233235,16.48571478
Pden_0738,16.05577545,16.03807547,15.93729609,16.11514068,16.19998663,16.17631751
Pden_0739,15.13379823,14.97724667,15.03344289,15.21579398,15.22670582,15.08248898
nusG,23.48861961,23.50465206,23.5274926,23.54519264,23.46876112,23.56421457
rplK,24.79868659,24.77029486,24.72229688,24.43015995,24.53135612,24.29498
rplA,25.36309046,25.36820174,25.35143837,24.94477388,25.22523785,24.87780369
rplJ,23.20527136,23.27847794,23.2468274,22.84078159,23.12372167,22.69437977
rplL,25.53096642,25.46686046,25.57196324,25.41580369,25.49323923,25.36597988
rpoB,22.2625961,22.01162081,22.33105001,21.85589583,21.88512021,21.65423167
Pden_0748,15.46349072,15.41087538,15.39729125,15.64496492,15.42084331,15.53940597
rpoC,22.45550416,22.30096932,22.53448281,22.03985012,22.1688741,21.72762431
Pden_0752,15.64092448,15.711242,15.7439766,15.69167795,15.71957459,15.2365398
rpsL,21.45404547,21.17533177,21.44247428,21.25600333,20.96562799,20.88364997
rpsG,24.65662746,24.60785595,24.58447862,24.48178512,24.46651403,24.41766949
fusA,27.10720829,27.15553016,27.07231279,27.01433543,27.01895534,27.05535079
rpsJ,24.88011105,24.87076458,24.82131624,24.77935598,24.70455198,25.00853709
rplC,22.95671617,22.90612513,23.00065776,22.5215955,22.7173555,22.33810762
rplD,25.14609695,25.16163534,25.19488861,25.01203127,25.2182031,24.66634265
rplW,23.74661724,23.72686545,23.7273524,23.56474225,23.75399327,23.6747858
rplB,21.46011434,21.27440641,21.5246485,20.92197183,21.20572588,20.60877578
rpsS,23.56266049,23.74680645,23.7236335,23.55248489,23.79326425,23.7068848
rplV,24.23350655,24.26585542,24.18963129,24.12063478,24.23839977,24.02316064
rpsC,21.79810822,21.6950263,21.96354942,21.25578341,21.48984665,21.15011952
rplP,22.51322336,22.49811546,22.55241368,22.51747384,22.65049498,22.5160311
rpmC,22.82499926,22.77861816,22.65326145,22.78984132,22.57879563,22.82669438
rpsQ,23.85349681,23.65066778,23.6190434,23.72573706,23.68342721,23.7443673
rplN,24.14787818,23.98035039,24.08789733,24.13123812,24.11675142,23.81353079
rplX,24.85358282,24.8741384,24.97522136,24.63970465,24.77417975,24.61089576
rplE,23.88145166,23.89899389,23.86084119,23.45719618,23.7760964,23.35794598
rpsN,22.71338653,22.66491847,22.76849312,22.62247956,22.93484443,22.39372752
rpsH,24.86982747,24.60425517,24.74689481,24.67364328,24.40009301,24.28136916
rplF,24.61445552,24.58240161,24.54373404,24.54507439,24.70024025,24.61556138
rplR,25.76330008,25.74704862,25.66800245,25.4679656,25.55000356,25.42035818
rpsE,23.86605809,23.79923973,23.84798122,23.58216805,23.78677202,23.34487285
rpmD,22.52860743,22.15415474,22.20762183,22.38260502,22.1971692,22.33423541
rplO,24.60451276,24.56862442,24.50194093,24.50764276,24.42015684,24.34055093
secY,19.16247636,18.99942302,19.11757312,18.58475977,18.99011341,18.4821105
adk,24.98072714,25.00763991,25.0513708,24.88821611,24.94476108,25.15349401
rpsM,24.68775938,24.74440835,24.70194588,24.63701596,24.55145476,24.61690075
rpsK,22.06484106,22.18790556,22.01184319,22.40441958,22.54113368,22.61277543
rpoA,21.32760465,21.11086295,21.33804834,20.63223461,20.55217791,20.64603847
rplQ,23.36660267,23.36532282,23.45868856,23.15439078,23.43948293,22.80503492
Pden_0786,20.69859075,20.6861946,20.5371832,20.75525713,20.67213401,20.65609935
Pden_0787,14.53659096,14.598182,14.43246466,14.67731691,14.49859419,14.87303514
Pden_0788,16.99254312,16.44476539,16.51874118,16.99697677,16.24300011,16.42513815
Pden_0790,18.66652641,18.76595457,18.67264417,18.65298094,18.60166429,18.52457297
Pden_0791,19.52876953,19.60370495,19.55152134,19.63796879,19.48701788,19.3872489
Pden_0792,19.9499122,19.9628436,19.91599107,19.97990506,19.86579598,20.07359682
Pden_0793,23.87895689,22.38160346,22.76277397,23.94584365,23.80430861,24.07661228
NA,13.30953769,10.39150102,13.21424315,12.58448641,12.17653165,10.9270564
NA,18.87300606,18.92354927,18.95351734,18.54240318,18.73539346,18.23907747
Pden_0797,18.96580477,19.08642234,19.11513389,19.0285277,19.09628614,19.14216233
Pden_0798,23.66146237,23.75187809,23.73718443,23.97836149,23.97809654,24.08631408
Pden_0799,20.84542655,20.70159685,20.77297273,21.0599224,20.74875036,21.0432076
dadA,16.86764963,16.81148218,16.83665581,16.83129881,16.95862571,17.15239295
Pden_0807,22.90717127,22.88559105,22.99324402,22.97061899,22.84369391,22.89217041
Pden_0808,19.92594331,19.30256505,19.8346645,20.27158802,19.89960851,19.32172514
Pden_0810,21.521634,21.63869929,21.4720893,21.48868609,21.48504236,21.61891536
Pden_0812,22.52947119,22.50546354,22.52182403,22.6966155,22.59752104,22.71372783
Pden_0813,23.34494442,23.34587758,23.35503683,23.71547872,23.57120373,23.709996
Pden_0814,24.90432139,24.93068319,25.00535169,25.11688988,25.11628406,24.83470991
Pden_0815,12.24625858,12.0765116,12.01508562,12.37750663,12.4025593,12.62383529
Pden_0817,16.9701085,17.17422445,17.25584568,17.07383613,16.88956167,17.18335983
Pden_0818,16.81158357,17.06222089,16.96693922,16.61339121,16.84267455,16.91553578
Pden_0821,12.29147184,12.45250726,12.15108471,12.67368651,12.45971041,12.1542856
Pden_0823,13.71714696,13.7645164,13.63313971,13.6801341,13.70802409,13.62698463
Pden_0825,15.08973974,15.16701022,15.25143908,15.56292891,15.17531388,15.37042149
Pden_0826,15.95165342,15.90618097,15.73758866,16.07280451,15.82653037,15.84834975
mutS,17.6318757,17.51453103,17.36796585,17.62901091,17.40933956,17.44628304
Pden_0828,20.28533192,20.19602595,20.22840049,20.44836086,20.24453005,20.42618624
Pden_0829,23.69902187,23.66730675,23.73325965,23.7470157,23.72555311,23.84162548
Pden_0832,16.36361222,16.33654429,16.39680054,16.40933647,16.43303044,16.20569572
Pden_0838,11.05573934,10.92088367,11.49261363,11.36351019,10.98828553,10.76910055
Pden_0839,16.4273774,16.2643239,16.4527198,16.38410885,16.33481296,16.19051128
Pden_0843,14.18937333,14.6652723,14.6231923,14.69403451,14.33595642,14.57588049
Pden_0844,15.85160088,15.7290064,15.67009547,15.80329075,15.80499256,15.65882917
Pden_0845,18.93253634,18.88851957,18.94431168,19.08296855,19.06476453,19.18203233
Pden_0848,15.71187306,15.62196703,15.87985767,15.63387928,15.54644963,15.67891654
trhO,19.07171497,18.93803566,18.98389943,18.90940779,18.98097264,18.88278631
Pden_0851,14.33267783,14.42368125,14.90283117,15.006168,14.73781904,15.30879624
pncB,17.89959339,17.89876555,18.00412822,17.81495662,17.96105447,17.85911336
nadE,21.30542799,21.35926673,21.25912877,21.18726785,21.33169422,21.3541851
Pden_0854,20.43053623,20.38418054,20.51336404,20.59212264,20.5669426,20.72386943
gpt,18.58038852,18.63813261,18.54797654,17.91599902,17.83853871,18.0461071
Pden_0857,23.75334579,23.79853967,23.73025114,23.74270654,23.77861543,23.72450578
pdxH,17.51701626,17.47253407,17.50677496,17.29782063,17.5052239,17.42313729
Pden_0859,21.34923961,21.30711916,21.2638097,21.29606792,21.32805302,21.43317719
Pden_0860,18.56266116,18.5263352,18.43257372,18.36826312,18.29446526,18.49628569
Pden_0862,22.87251337,22.88021304,22.85678963,22.83162568,22.87743485,22.91381529
Pden_0866,15.37613199,15.50932083,15.3156929,15.32117943,15.42410093,15.52806477
Pden_0867,13.95445375,13.96821077,13.90489613,14.29181547,13.93783882,14.26325021
Pden_0869,18.50206907,18.48321247,18.44852266,18.74340693,18.67194347,18.77110755
Pden_0871,13.70039898,13.7102297,13.88105512,14.08808306,13.75370906,13.83972221
rpmH,18.62285688,18.67189948,18.83308153,18.64056965,18.72276569,18.97702766
ttcA,15.63509711,16.10532973,15.62075434,16.26398911,15.15177794,15.4725452
yidC,20.42165029,20.37046415,20.42292039,20.03361286,20.35361278,20.37933294
Pden_0878,21.17204868,21.18117497,21.13687918,21.10603302,21.09625043,21.14071465
engB,23.00970734,22.99509216,22.95773141,22.88106512,22.92635002,23.01979523
argB,21.93121147,21.98218855,21.93231225,21.89666474,22.08575635,21.73266935
Pden_0881,18.17078638,18.08634089,18.20968177,18.11606171,17.94549913,17.99710566
Pden_0882,21.35760902,21.35055977,21.21292439,21.288939,21.32025889,21.33967231
Pden_0883,20.23293247,20.34307284,20.27424673,20.36273129,20.25585609,20.37632334
gltX1,24.2873779,24.3027155,24.29761744,24.3876376,24.40270816,24.48578651
tig,26.48783434,26.50311015,26.44451911,26.29637897,26.44716487,26.47764087
Pden_0888,12.5702178,12.47159781,12.23523582,12.72713293,12.6109234,13.01811428
rplI,25.73825279,25.70497399,25.58415942,25.33876815,25.46716272,25.31266294
rpsR,23.0423706,23.18207137,22.8007744,22.61201567,23.01674075,22.82331695
rpsF,23.5329319,23.52062835,23.47523235,23.33448928,23.45987352,23.4012002
Pden_0892,24.86222428,24.63427085,24.64145403,24.71901749,24.67477205,24.74480724
Pden_0893,24.08942572,24.11296144,24.17046514,24.77207038,24.54665952,24.63230946
prfA,21.20503153,21.25056081,21.17543681,21.20821747,21.35429648,21.01801621
prmC,20.00703871,19.91393493,19.89446936,19.93336259,19.88529984,19.98384493
Pden_0896,20.30755225,20.34054674,20.25891185,20.23902817,20.36398283,20.12914743
rsmA,20.4574437,20.51724452,20.44465719,20.44556765,20.41500273,20.56704492
pdxA,20.38303596,20.37723148,20.34445674,20.34029811,20.35198993,20.42851268
Pden_0899,21.09011403,21.17939377,21.145869,20.77273047,20.99945217,21.00770628
Pden_0902,12.06099367,11.9679379,11.58439484,11.69070961,11.04346707,11.4490737
pepA,18.73175105,18.62219659,18.87180251,18.41667318,18.45703144,18.86186843
Pden_0904,17.10162349,17.17254579,16.96907679,17.09768898,17.08422996,17.32195443
Pden_0905,12.88275881,12.93446404,12.93427955,13.33260167,13.0335854,12.85597927
tatA,22.74506276,22.66641016,22.77585163,22.54423661,22.75552702,22.55216477
Pden_0908,18.53952337,18.6027134,18.56137282,18.41856048,18.40419084,18.68588876
tatC,14.35168777,14.4640872,14.26145729,14.00175451,14.42220789,13.93914201
Pden_0910,19.22667248,19.2024019,19.62548917,19.23356956,19.07761961,18.52470345
Pden_0911,17.58345527,17.55116624,17.66700977,17.68031773,17.74666912,17.81156399
Pden_0913,14.2944374,14.09414431,14.18493721,14.04205919,14.12085851,13.80713682
Pden_0914,16.89646583,17.07739233,17.11985775,17.09247705,16.97699198,17.06501493
Pden_0916,18.77004516,18.47910409,18.63809348,19.12210001,18.86594395,19.07822791
Pden_0917,12.09261567,12.0179591,12.15864926,12.25441909,11.93138658,12.65152962
Pden_0918,21.36093302,21.35921248,21.29415318,21.36619745,21.28270389,21.41475529
Pden_0919,18.6404365,18.63988452,18.530203,18.73850475,18.86526151,18.68868649
glyA,25.15856614,25.1109804,25.14701335,25.10121616,25.12432764,25.09176182
nadK,15.99117843,16.28607627,16.31920096,16.12430526,16.20130909,16.00874262
prfC,23.80794813,23.74441972,23.74305164,23.698184,23.74461832,23.75876829
Pden_0923,19.36520417,19.43991284,19.3682593,19.28731963,19.08776332,19.23421701
Pden_0924,16.78100244,16.44687461,16.42801414,17.30234218,17.14646758,17.40141542
Pden_0926,17.42416829,17.28803902,17.37651702,17.28701404,17.32725558,17.81035137
Pden_0927,20.42067047,20.45372052,20.37879365,20.35310101,20.38991602,20.04053367
Pden_0928,16.76540355,16.78354964,16.84503264,16.73991425,16.7634355,16.89630143
Pden_0929,18.10340902,18.02292763,18.11650227,17.85005142,18.04373424,17.8011164
Pden_0930,20.73388722,20.61081466,20.80438503,20.80773003,20.80607734,20.83992496
Pden_0931,19.99773904,20.04622439,19.93393325,20.10016705,20.09624079,20.21668931
Pden_0932,21.36501361,21.4507096,21.41431641,21.59846567,21.60082384,21.52539713
Pden_0933,19.54563987,19.5026989,19.39541766,19.15494809,19.38617863,19.36842104
thyX,21.45140927,21.41059011,21.44428311,21.43734807,21.56834786,21.4086995
Pden_0935,18.9614454,18.98106516,18.93720009,19.05942352,18.91395645,18.97333563
Pden_0937,18.50258775,18.50475838,18.49367956,18.55017136,18.52187969,18.68891938
Pden_0938,21.44953705,21.47864838,21.42448917,21.41865937,21.51272344,21.51809718
Pden_0939,22.48298713,22.40413062,22.41870401,22.42522489,22.57830412,22.59985448
Pden_0940,17.73907888,17.85437123,17.78611549,17.89677757,17.77002874,17.88651592
Pden_0941,20.15494886,20.11878057,20.07417405,20.26187509,20.16282556,20.19539925
Pden_0942,15.93004573,15.9020872,15.91521535,16.05265073,15.94333244,16.03626581
Pden_0943,19.03666299,19.13085548,19.05016231,18.71888727,18.73767382,18.93647473
Pden_0945,20.2186844,20.07676881,20.08486701,20.17685363,20.1460361,20.07638865
Pden_1193,14.4970975,14.6541635,14.69569017,14.77635623,14.56801061,14.72499581
Pden_0951,22.27259564,22.21186939,22.26954003,22.13639186,22.27626963,22.20153994
Pden_0952,20.46268933,20.40114465,20.4497311,20.5103265,20.5052525,20.51128729
Pden_0953,19.12234838,19.20684684,19.17504663,19.14301186,19.23431592,19.29675407
Pden_0954,23.85458556,23.72938631,23.83231005,23.84939682,23.76025205,23.93273911
thrS,21.70189953,21.5784065,21.72506256,21.48929418,21.64014001,21.58776956
Pden_0956,20.48188703,20.50768193,20.44239637,20.58470024,20.59625476,20.70105405
Pden_0957,17.8897138,18.18949444,18.06276381,17.99227109,17.9751794,17.17640017
Pden_0958,18.25230942,18.13506711,18.29680606,18.24636091,18.16199876,18.15289653
Pden_0959,25.24257613,25.24801071,25.23393259,25.09358417,25.12422861,25.25016587
Pden_0960,21.71170615,21.67424231,21.6266412,21.73516477,21.67436064,21.85030425
Pden_0967,13.10464346,12.83284044,13.16373986,13.4066712,12.99759089,13.27844603
Pden_0973,20.33350193,20.08124915,20.00707322,20.17987036,20.15644005,20.45693914
Pden_0974,11.67932109,11.79278583,12.16820713,11.8879565,11.91281407,11.52578696
Pden_0975,19.3617777,19.37832303,19.32762903,19.38980269,19.4621352,19.43384991
Pden_0978,19.43124154,19.54751992,19.53045362,19.76646339,19.68134765,19.83054421
